discipline,year,competition,date,athlete_name,place,mark,tier,name_key
women_400m,2022,4th Irena Szewinska Memorial,2022-06-03,Nicole YEARGIN,2,51.38,tour,NICOLE YEARGIN
women_400m,2022,4th Irena Szewinska Memorial,2022-06-03,Cátia AZEVEDO,3,51.73,tour,CATIA AZEVEDO
women_400m,2022,61st Golden Spike,2022-05-31,Natalia KACZMAREK,1,50.16,tour,NATALIA KACZMAREK
women_400m,2022,61st Golden Spike,2022-05-31,Candice MCLEOD,2,50.38,tour,CANDICE MCLEOD
women_400m,2022,61st Golden Spike,2022-05-31,Anna KIEŁBASIŃSKA,3,50.38,tour,ANNA KIEŁBASINSKA
women_400m,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Natalia KACZMAREK,1,50.40,tour,NATALIA KACZMAREK
women_400m,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Allyson FELIX,2,50.71,tour,ALLYSON FELIX
women_400m,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Justyna ŚWIĘTY-ERSETIC,3,50.74,tour,JUSTYNA SWIETY-ERSETIC
women_400m,2022,Diamond League Final,2022-09-08,Marileidy PAULINO,1,48.99,dl_final,MARILEIDY PAULINO
women_400m,2022,Diamond League Final,2022-09-08,Fiordaliza COFIL,2,49.93,dl_final,FIORDALIZA COFIL
women_400m,2022,Diamond League Final,2022-09-08,Sada WILLIAMS,3,49.98,dl_final,SADA WILLIAMS
women_400m,2022,European Athletics Championships,2022-08-17,Femke BOL,1,49.44,continental,FEMKE BOL
women_400m,2022,European Athletics Championships,2022-08-17,Natalia KACZMAREK,2,49.94,continental,NATALIA KACZMAREK
women_400m,2022,European Athletics Championships,2022-08-17,Anna KIEŁBASIŃSKA,3,50.29,continental,ANNA KIEŁBASINSKA
women_400m,2022,FBK Games,2022-06-06,Roxana GÓMEZ,1,51.18,tour,ROXANA GOMEZ
women_400m,2022,FBK Games,2022-06-06,Lieke KLAVER,2,51.34,tour,LIEKE KLAVER
women_400m,2022,FBK Games,2022-06-06,Nicole YEARGIN,3,51.56,tour,NICOLE YEARGIN
women_400m,2022,Memorial Borisa Hanžekovića,2022-09-11,Fiordaliza COFIL,1,50.73,tour,FIORDALIZA COFIL
women_400m,2022,Memorial Borisa Hanžekovića,2022-09-11,Candice MCLEOD,2,51.52,tour,CANDICE MCLEOD
women_400m,2022,Memorial Borisa Hanžekovića,2022-09-11,Sada WILLIAMS,3,51.76,tour,SADA WILLIAMS
women_400m,2022,New York Grand Prix,2022-06-12,Lynna IRBY,1,51.38,tour,LYNNA IRBY
women_400m,2022,New York Grand Prix,2022-06-12,Kyra JEFFERSON,2,51.54,tour,KYRA JEFFERSON
women_400m,2022,New York Grand Prix,2022-06-12,Kendall ELLIS,3,51.68,tour,KENDALL ELLIS
women_400m,2022,"World Athletics Championships, Oregon 2022",2022-07-22,Shaunae MILLER-UIBO,1,49.11,global,SHAUNAE MILLER-UIBO
women_400m,2022,"World Athletics Championships, Oregon 2022",2022-07-22,Marileidy PAULINO,2,49.60,global,MARILEIDY PAULINO
women_400m,2022,"World Athletics Championships, Oregon 2022",2022-07-22,Sada WILLIAMS,3,49.75,global,SADA WILLIAMS
women_5000m,2022,European Athletics Championships,2022-08-18,Konstanze KLOSTERHALFEN,1,14:50.47,continental,KONSTANZE KLOSTERHALFEN
women_5000m,2022,European Athletics Championships,2022-08-18,Yasemin CAN,2,14:56.91,continental,YASEMIN CAN
women_5000m,2022,European Athletics Championships,2022-08-18,Eilish MCCOLGAN,3,14:59.34,continental,EILISH MCCOLGAN
women_5000m,2022,"World Athletics Championships, Oregon 2022",2022-07-23,Gudaf TSEGAY,1,14:46.29,global,GUDAF TSEGAY
women_5000m,2022,"World Athletics Championships, Oregon 2022",2022-07-23,Beatrice CHEBET,2,14:46.75,global,BEATRICE CHEBET
women_5000m,2022,"World Athletics Championships, Oregon 2022",2022-07-23,Dawit SEYAUM,3,14:47.36,global,DAWIT SEYAUM
women_800m,2022,4th Irena Szewinska Memorial,2022-06-03,Adelle TRACEY,1,2:01.57,tour,ADELLE TRACEY
women_800m,2022,4th Irena Szewinska Memorial,2022-06-03,Anna WIELGOSZ,2,2:01.71,tour,ANNA WIELGOSZ
women_800m,2022,4th Irena Szewinska Memorial,2022-06-03,Ellie BAKER,3,2:01.91,tour,ELLIE BAKER
women_800m,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Diribe WELTEJI,1,1:58.28,tour,DIRIBE WELTEJI
women_800m,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Jemma REEKIE,2,1:58.44,tour,JEMMA REEKIE
women_800m,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Sofia ENNAOUI,3,1:58.98,tour,SOFIA ENNAOUI
women_800m,2022,Diamond League Final,2022-09-08,Mary MORAA,1,1:57.63,dl_final,MARY MORAA
women_800m,2022,Diamond League Final,2022-09-08,Natoya GOULE,2,1:57.85,dl_final,NATOYA GOULE
women_800m,2022,Diamond League Final,2022-09-08,Sage HURTA,3,1:58.47,dl_final,SAGE HURTA
women_800m,2022,European Athletics Championships,2022-08-20,Keely HODGKINSON,1,1:59.04,continental,KEELY HODGKINSON
women_800m,2022,European Athletics Championships,2022-08-20,Rénelle LAMOTE,2,1:59.49,continental,RENELLE LAMOTE
women_800m,2022,European Athletics Championships,2022-08-20,Anna WIELGOSZ,3,1:59.87,continental,ANNA WIELGOSZ
women_800m,2022,FBK Games,2022-06-06,Faith KIPYEGON,1,2:00.36,tour,FAITH KIPYEGON
women_800m,2022,FBK Games,2022-06-06,Halimah NAKAAYI,2,2:00.87,tour,HALIMAH NAKAAYI
women_800m,2022,FBK Games,2022-06-06,Catriona BISSET,3,2:00.90,tour,CATRIONA BISSET
women_800m,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Diribe WELTEJI,1,1:59.33,tour,DIRIBE WELTEJI
women_800m,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Noélie YARIGO,2,2:01.00,tour,NOELIE YARIGO
women_800m,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Brooke FELDMEIER,3,2:01.41,tour,BROOKE FELDMEIER
women_800m,2022,Memorial Borisa Hanžekovića,2022-09-11,Olivia BAKER,1,2:00.16,tour,OLIVIA BAKER
women_800m,2022,Memorial Borisa Hanžekovića,2022-09-11,Elise CRANNY,2,2:00.49,tour,ELISE CRANNY
women_800m,2022,Memorial Borisa Hanžekovića,2022-09-11,Hedda HYNNE,3,2:02.90,tour,HEDDA HYNNE
women_800m,2022,New York Grand Prix,2022-06-12,Ajee' WILSON,1,2:00.62,tour,AJEE' WILSON
women_800m,2022,New York Grand Prix,2022-06-12,Allie WILSON,2,2:00.80,tour,ALLIE WILSON
women_800m,2022,New York Grand Prix,2022-06-12,Sage HURTA,3,2:01.41,tour,SAGE HURTA
women_800m,2022,Paavo Nurmi Games,2022-06-14,Elena BELLÒ,1,1:59.84,tour,ELENA BELLO
women_800m,2022,Paavo Nurmi Games,2022-06-14,Ellie BAKER,2,2:00.66,tour,ELLIE BAKER
women_800m,2022,Paavo Nurmi Games,2022-06-14,Katharina TROST,3,2:00.80,tour,KATHARINA TROST
women_800m,2022,"World Athletics Championships, Oregon 2022",2022-07-24,Athing MU,1,1:56.30,global,ATHING MU
women_800m,2022,"World Athletics Championships, Oregon 2022",2022-07-24,Keely HODGKINSON,2,1:56.38,global,KEELY HODGKINSON
women_800m,2022,"World Athletics Championships, Oregon 2022",2022-07-24,Mary MORAA,3,1:56.71,global,MARY MORAA
women_DT,2022,Diamond League Final,2022-09-08,Valarie ALLMAN,1,67.77,dl_final,VALARIE ALLMAN
women_DT,2022,Diamond League Final,2022-09-08,Sandra PERKOVIĆ,2,67.31,dl_final,SANDRA PERKOVIC
women_DT,2022,Diamond League Final,2022-09-08,Liliana CÁ,3,63.34,dl_final,LILIANA CA
women_DT,2022,European Athletics Championships,2022-08-16,Sandra PERKOVIĆ,1,67.95,continental,SANDRA PERKOVIC
women_DT,2022,European Athletics Championships,2022-08-16,Kristin PUDENZ,2,67.87,continental,KRISTIN PUDENZ
women_DT,2022,European Athletics Championships,2022-08-16,Claudine VITA,3,65.20,continental,CLAUDINE VITA
women_DT,2022,Memorial Borisa Hanžekovića,2022-09-11,Sandra PERKOVIĆ,1,68.46,tour,SANDRA PERKOVIC
women_DT,2022,Memorial Borisa Hanžekovića,2022-09-11,Valarie ALLMAN,2,67.55,tour,VALARIE ALLMAN
women_DT,2022,Memorial Borisa Hanžekovića,2022-09-11,Laulauga TAUSAGA,3,63.59,tour,LAULAUGA TAUSAGA
women_DT,2022,"World Athletics Championships, Oregon 2022",2022-07-20,Bin FENG,1,69.12,global,BIN FENG
women_DT,2022,"World Athletics Championships, Oregon 2022",2022-07-20,Sandra PERKOVIĆ,2,68.45,global,SANDRA PERKOVIC
women_DT,2022,"World Athletics Championships, Oregon 2022",2022-07-20,Valarie ALLMAN,3,68.30,global,VALARIE ALLMAN
women_HJ,2022,Diamond League Final,2022-09-08,Yaroslava MAHUCHIKH,1,2.03,dl_final,YAROSLAVA MAHUCHIKH
women_HJ,2022,Diamond League Final,2022-09-08,Iryna GERASHCHENKO,2,1.94,dl_final,IRYNA GERASHCHENKO
women_HJ,2022,Diamond League Final,2022-09-08,Nicola OLYSLAGERS,3,1.94,dl_final,NICOLA OLYSLAGERS
women_HJ,2022,European Athletics Championships,2022-08-21,Yaroslava MAHUCHIKH,1,1.95,continental,YAROSLAVA MAHUCHIKH
women_HJ,2022,European Athletics Championships,2022-08-21,Marija VUKOVIĆ,2,1.95,continental,MARIJA VUKOVIC
women_HJ,2022,European Athletics Championships,2022-08-21,Angelina TOPIĆ,3,1.93,continental,ANGELINA TOPIC
women_HJ,2022,Paavo Nurmi Games,2022-06-14,Nicola OLYSLAGERS,1,1.96,tour,NICOLA OLYSLAGERS
women_HJ,2022,Paavo Nurmi Games,2022-06-14,Elena VALLORTIGARA,2,1.94,tour,ELENA VALLORTIGARA
women_HJ,2022,Paavo Nurmi Games,2022-06-14,Yuliia LEVCHENKO,3,1.94,tour,YULIIA LEVCHENKO
women_HJ,2022,"World Athletics Championships, Oregon 2022",2022-07-19,Eleanor PATTERSON,1,2.02,global,ELEANOR PATTERSON
women_HJ,2022,"World Athletics Championships, Oregon 2022",2022-07-19,Yaroslava MAHUCHIKH,2,2.02,global,YAROSLAVA MAHUCHIKH
women_HJ,2022,"World Athletics Championships, Oregon 2022",2022-07-19,Elena VALLORTIGARA,3,2.00,global,ELENA VALLORTIGARA
women_JT,2022,61st Golden Spike,2022-05-31,Elina TZENGKO,1,65.40,tour,ELINA TZENGKO
women_JT,2022,61st Golden Spike,2022-05-31,Nikola OGRODNÍKOVÁ,2,62.78,tour,NIKOLA OGRODNIKOVA
women_JT,2022,61st Golden Spike,2022-05-31,Adriana VILAGOŠ,3,59.80,tour,ADRIANA VILAGOS
women_JT,2022,Diamond League Final,2022-09-08,Kara WINGER,1,64.98,dl_final,KARA WINGER
women_JT,2022,Diamond League Final,2022-09-08,Kelsey-Lee BARBER,2,63.72,dl_final,KELSEY-LEE BARBER
women_JT,2022,Diamond League Final,2022-09-08,Haruka KITAGUCHI,3,63.56,dl_final,HARUKA KITAGUCHI
women_JT,2022,European Athletics Championships,2022-08-20,Elina TZENGKO,1,65.81,continental,ELINA TZENGKO
women_JT,2022,European Athletics Championships,2022-08-20,Adriana VILAGOŠ,2,62.01,continental,ADRIANA VILAGOS
women_JT,2022,European Athletics Championships,2022-08-20,Barbora ŠPOTÁKOVÁ,3,60.68,continental,BARBORA SPOTAKOVA
women_JT,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Yulenmis AGUILAR,1,61.99,tour,YULENMIS AGUILAR
women_JT,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Elina TZENGKO,2,61.66,tour,ELINA TZENGKO
women_JT,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Réka SZILÁGYI,3,58.84,tour,REKA SZILAGYI
women_JT,2022,Memorial Borisa Hanžekovića,2022-09-11,Ariana INCE,1,64.38,tour,ARIANA INCE
women_JT,2022,Memorial Borisa Hanžekovića,2022-09-11,Marija VUČENOVIĆ,2,60.47,tour,MARIJA VUCENOVIC
women_JT,2022,Memorial Borisa Hanžekovića,2022-09-11,Adriana VILAGOŠ,3,60.17,tour,ADRIANA VILAGOS
women_JT,2022,"World Athletics Championships, Oregon 2022",2022-07-22,Kelsey-Lee BARBER,1,66.91,global,KELSEY-LEE BARBER
women_JT,2022,"World Athletics Championships, Oregon 2022",2022-07-22,Kara WINGER,2,64.05,global,KARA WINGER
women_JT,2022,"World Athletics Championships, Oregon 2022",2022-07-22,Haruka KITAGUCHI,3,63.27,global,HARUKA KITAGUCHI
women_LJ,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Milica GARDAŠEVIĆ,1,6.81,tour,MILICA GARDASEVIC
women_LJ,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Agate DE SOUSA,2,6.81,tour,AGATE DE SOUSA
women_LJ,2022,68° ORLEN Janusz Kusociński Memorial,2022-06-05,Christabel NETTEY,3,6.48,tour,CHRISTABEL NETTEY
women_LJ,2022,Diamond League Final,2022-09-08,Ivana VULETA,1,6.97,dl_final,IVANA VULETA
women_LJ,2022,Diamond League Final,2022-09-08,Khaddi SAGNIA,2,6.55,dl_final,KHADDI SAGNIA
women_LJ,2022,Diamond League Final,2022-09-08,Quanesha BURKS,3,6.54,dl_final,QUANESHA BURKS
women_LJ,2022,European Athletics Championships,2022-08-18,Ivana VULETA,1,7.06,continental,IVANA VULETA
women_LJ,2022,European Athletics Championships,2022-08-18,Malaika MIHAMBO,2,7.03,continental,MALAIKA MIHAMBO
women_LJ,2022,European Athletics Championships,2022-08-18,Jazmin SAWYERS,3,6.80,continental,JAZMIN SAWYERS
women_LJ,2022,FBK Games,2022-06-06,Malaika MIHAMBO,1,6.65,tour,MALAIKA MIHAMBO
women_LJ,2022,FBK Games,2022-06-06,Quanesha BURKS,2,6.53,tour,QUANESHA BURKS
women_LJ,2022,FBK Games,2022-06-06,Evelise VEIGA,3,6.37,tour,EVELISE VEIGA
women_LJ,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Milica GARDAŠEVIĆ,1,6.83,tour,MILICA GARDASEVIC
women_LJ,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Agate DE SOUSA,2,6.78,tour,AGATE DE SOUSA
women_LJ,2022,Gyulai István Memorial - Hungarian Athletics Grand Prix,2022-08-08,Jahisha THOMAS,3,6.63,tour,JAHISHA THOMAS
women_LJ,2022,"World Athletics Championships, Oregon 2022",2022-07-24,Malaika MIHAMBO,1,7.12,global,MALAIKA MIHAMBO
women_LJ,2022,"World Athletics Championships, Oregon 2022",2022-07-24,Ese BRUME,2,7.02,global,ESE BRUME
women_LJ,2022,"World Athletics Championships, Oregon 2022",2022-07-24,Leticia ORO MELO,3,6.89,global,LETICIA ORO MELO
women_PV,2022,61st Golden Spike,2022-05-31,Tina ŠUTEJ,1,4.65,tour,TINA SUTEJ
women_PV,2022,61st Golden Spike,2022-05-31,Lene Onsrud RETZIUS,2,4.65,tour,LENE ONSRUD RETZIUS
women_PV,2022,61st Golden Spike,2022-05-31,Amálie ŠVÁBÍKOVÁ,3,4.60,tour,AMALIE SVABIKOVA
women_PV,2022,Diamond League Final,2022-09-08,Nina KENNEDY,1,4.81,dl_final,NINA KENNEDY
women_PV,2022,Diamond League Final,2022-09-08,Sandi MORRIS,2,4.76,dl_final,SANDI MORRIS
women_PV,2022,Diamond League Final,2022-09-08,Tina ŠUTEJ,3,4.61,dl_final,TINA SUTEJ
women_PV,2022,European Athletics Championships,2022-08-17,Wilma MURTO,1,4.85,continental,WILMA MURTO
women_PV,2022,European Athletics Championships,2022-08-17,Aikaterini STEFANIDI,2,4.75,continental,AIKATERINI STEFANIDI
women_PV,2022,European Athletics Championships,2022-08-17,Tina ŠUTEJ,3,4.75,continental,TINA SUTEJ
women_PV,2022,Memorial Borisa Hanžekovića,2022-09-09,Tina ŠUTEJ,1,4.61,tour,TINA SUTEJ
women_PV,2022,Memorial Borisa Hanžekovića,2022-09-09,Anjuli KNÄSCHE,2,4.41,tour,ANJULI KNASCHE
women_PV,2022,Memorial Borisa Hanžekovića,2022-09-09,Amálie ŠVÁBÍKOVÁ,3,4.31,tour,AMALIE SVABIKOVA
women_PV,2022,Paavo Nurmi Games,2022-06-14,Nina KENNEDY,1,4.65,tour,NINA KENNEDY
women_PV,2022,Paavo Nurmi Games,2022-06-14,Wilma MURTO,2,4.50,tour,WILMA MURTO
women_PV,2022,Paavo Nurmi Games,2022-06-14,Michaela MEIJER,3,4.40,tour,MICHAELA MEIJER
women_PV,2022,"World Athletics Championships, Oregon 2022",2022-07-17,Katie NAGEOTTE,1,4.85,global,KATIE NAGEOTTE
women_PV,2022,"World Athletics Championships, Oregon 2022",2022-07-17,Sandi MORRIS,2,4.85,global,SANDI MORRIS
women_PV,2022,"World Athletics Championships, Oregon 2022",2022-07-17,Nina KENNEDY,3,4.80,global,NINA KENNEDY
women_SP,2022,Diamond League Final,2022-09-08,Chase EALY,1,20.19,dl_final,CHASE EALY
women_SP,2022,Diamond League Final,2022-09-08,Sarah MITTON,2,19.56,dl_final,SARAH MITTON
women_SP,2022,Diamond League Final,2022-09-08,Auriol DONGMO,3,19.46,dl_final,AURIOL DONGMO
women_SP,2022,European Athletics Championships,2022-08-15,Jessica SCHILDER,1,20.24,continental,JESSICA SCHILDER
women_SP,2022,European Athletics Championships,2022-08-15,Auriol DONGMO,2,19.82,continental,AURIOL DONGMO
women_SP,2022,European Athletics Championships,2022-08-15,Jorinde VAN KLINKEN,3,18.94,continental,JORINDE VAN KLINKEN
women_SP,2022,FBK Games,2022-06-06,Chase EALY,1,19.98,tour,CHASE EALY
women_SP,2022,FBK Games,2022-06-06,Auriol DONGMO,2,19.68,tour,AURIOL DONGMO
women_SP,2022,FBK Games,2022-06-06,Sarah MITTON,3,19.24,tour,SARAH MITTON
women_SP,2022,New York Grand Prix,2022-06-12,Jessica RAMSEY,1,18.90,tour,JESSICA RAMSEY
women_SP,2022,New York Grand Prix,2022-06-12,Danniel THOMAS-DODD,2,18.40,tour,DANNIEL THOMAS-DODD
women_SP,2022,New York Grand Prix,2022-06-12,Raven SAUNDERS,3,17.92,tour,RAVEN SAUNDERS
women_SP,2022,"World Athletics Championships, Oregon 2022",2022-07-16,Chase EALY,1,20.49,global,CHASE EALY
women_SP,2022,"World Athletics Championships, Oregon 2022",2022-07-16,Lijiao GONG,2,20.39,global,LIJIAO GONG
women_SP,2022,"World Athletics Championships, Oregon 2022",2022-07-16,Jessica SCHILDER,3,19.77,global,JESSICA SCHILDER
women_TJ,2022,Diamond League Final,2022-09-08,Yulimar ROJAS,1,15.28,dl_final,YULIMAR ROJAS
women_TJ,2022,Diamond League Final,2022-09-08,Maryna BEKH-ROMANCHUK,2,14.96,dl_final,MARYNA BEKH-ROMANCHUK
women_TJ,2022,Diamond League Final,2022-09-08,Shanieka RICKETTS,3,14.85,dl_final,SHANIEKA RICKETTS
women_TJ,2022,European Athletics Championships,2022-08-19,Maryna BEKH-ROMANCHUK,1,15.02,continental,MARYNA BEKH-ROMANCHUK
women_TJ,2022,European Athletics Championships,2022-08-19,Kristiina MÄKELÄ,2,14.64,continental,KRISTIINA MAKELA
women_TJ,2022,European Athletics Championships,2022-08-19,Hanna MINENKO,3,14.45,continental,HANNA MINENKO
women_TJ,2022,Memorial Borisa Hanžekovića,2022-09-09,Neja FILIPIČ,1,14.38,tour,NEJA FILIPIC
women_TJ,2022,Memorial Borisa Hanžekovića,2022-09-09,Ottavia CESTONARO,2,13.61,tour,OTTAVIA CESTONARO
women_TJ,2022,Memorial Borisa Hanžekovića,2022-09-09,Paola BOROVIĆ,3,13.42,tour,PAOLA BOROVIC
women_TJ,2022,Paavo Nurmi Games,2022-06-14,Shanieka RICKETTS,1,14.35,tour,SHANIEKA RICKETTS
women_TJ,2022,Paavo Nurmi Games,2022-06-14,Neja FILIPIČ,2,14.26,tour,NEJA FILIPIC
women_TJ,2022,Paavo Nurmi Games,2022-06-14,Tori FRANKLIN,3,14.05,tour,TORI FRANKLIN
women_TJ,2022,"World Athletics Championships, Oregon 2022",2022-07-18,Yulimar ROJAS,1,15.47,global,YULIMAR ROJAS
women_TJ,2022,"World Athletics Championships, Oregon 2022",2022-07-18,Shanieka RICKETTS,2,14.89,global,SHANIEKA RICKETTS
women_TJ,2022,"World Athletics Championships, Oregon 2022",2022-07-18,Tori FRANKLIN,3,14.72,global,TORI FRANKLIN
men_100m,2023,Diamond League Final,2023-09-17,Christian COLEMAN,1,9.83,dl_final,CHRISTIAN COLEMAN
men_100m,2023,Diamond League Final,2023-09-17,Noah LYLES,2,9.85,dl_final,NOAH LYLES
men_100m,2023,Diamond League Final,2023-09-17,Ferdinand OMANYALA,3,9.85,dl_final,FERDINAND OMANYALA
men_100m,2023,Gyulai István Memorial - Hungarian Athletics Grand Prix,2023-07-18,Yohan BLAKE,1,10.04,tour,YOHAN BLAKE
men_100m,2023,Gyulai István Memorial - Hungarian Athletics Grand Prix,2023-07-18,Ackeem BLAKE,2,10.09,tour,ACKEEM BLAKE
men_100m,2023,Gyulai István Memorial - Hungarian Athletics Grand Prix,2023-07-18,Rohan WATSON,3,10.10,tour,ROHAN WATSON
men_100m,2023,Memorial Borisa Hanžekovića,2023-09-10,Ferdinand OMANYALA,1,9.94,tour,FERDINAND OMANYALA
men_100m,2023,Memorial Borisa Hanžekovića,2023-09-10,Oblique SEVILLE,2,10.07,tour,OBLIQUE SEVILLE
men_100m,2023,Memorial Borisa Hanžekovića,2023-09-10,Lamont Marcell JACOBS,3,10.08,tour,LAMONT MARCELL JACOBS
men_100m,2023,USATF NYC Grand Prix,2023-06-24,Zharnel HUGHES,1,9.83,tour,ZHARNEL HUGHES
men_100m,2023,USATF NYC Grand Prix,2023-06-24,Ackeem BLAKE,2,9.93,tour,ACKEEM BLAKE
men_100m,2023,USATF NYC Grand Prix,2023-06-24,Christian COLEMAN,3,10.02,tour,CHRISTIAN COLEMAN
men_100m,2023,"World Athletics Championships, Budapest 2023",2023-08-20,Noah LYLES,1,9.83,global,NOAH LYLES
men_100m,2023,"World Athletics Championships, Budapest 2023",2023-08-20,Letsile TEBOGO,2,9.88,global,LETSILE TEBOGO
men_100m,2023,"World Athletics Championships, Budapest 2023",2023-08-20,Zharnel HUGHES,3,9.88,global,ZHARNEL HUGHES
men_110h,2023,62nd Ostrava Golden Spike,2023-06-27,Wilhem BELOCIAN,1,13.25,tour,WILHEM BELOCIAN
men_110h,2023,62nd Ostrava Golden Spike,2023-06-27,Just KWAOU-MATHEY,2,13.32,tour,JUST KWAOU-MATHEY
men_110h,2023,62nd Ostrava Golden Spike,2023-06-27,Roger IRIBARNE,3,13.33,tour,ROGER IRIBARNE
men_110h,2023,Diamond League Final,2023-09-17,Hansle PARCHMENT,1,12.93,dl_final,HANSLE PARCHMENT
men_110h,2023,Diamond League Final,2023-09-17,Grant HOLLOWAY,2,13.06,dl_final,GRANT HOLLOWAY
men_110h,2023,Diamond League Final,2023-09-17,Daniel ROBERTS,3,13.07,dl_final,DANIEL ROBERTS
men_110h,2023,Gyulai István Memorial - Hungarian Athletics Grand Prix,2023-07-18,Daniel ROBERTS,1,13.12,tour,DANIEL ROBERTS
men_110h,2023,Gyulai István Memorial - Hungarian Athletics Grand Prix,2023-07-18,Hansle PARCHMENT,2,13.14,tour,HANSLE PARCHMENT
men_110h,2023,Gyulai István Memorial - Hungarian Athletics Grand Prix,2023-07-18,Tyler MASON,3,13.14,tour,TYLER MASON
men_110h,2023,Memorial Borisa Hanžekovića,2023-09-10,Hansle PARCHMENT,1,13.13,tour,HANSLE PARCHMENT
men_110h,2023,Memorial Borisa Hanžekovića,2023-09-10,Daniel ROBERTS,2,13.15,tour,DANIEL ROBERTS
men_110h,2023,Memorial Borisa Hanžekovića,2023-09-10,Wilhem BELOCIAN,3,13.30,tour,WILHEM BELOCIAN
men_110h,2023,USATF NYC Grand Prix,2023-06-24,Daniel ROBERTS,1,13.01,tour,DANIEL ROBERTS
men_110h,2023,USATF NYC Grand Prix,2023-06-24,Devon ALLEN,2,13.04,tour,DEVON ALLEN
men_110h,2023,USATF NYC Grand Prix,2023-06-24,Jamal BRITT,3,13.19,tour,JAMAL BRITT
men_110h,2023,"World Athletics Championships, Budapest 2023",2023-08-21,Grant HOLLOWAY,1,12.96,global,GRANT HOLLOWAY
men_110h,2023,"World Athletics Championships, Budapest 2023",2023-08-21,Hansle PARCHMENT,2,13.07,global,HANSLE PARCHMENT
men_110h,2023,"World Athletics Championships, Budapest 2023",2023-08-21,Daniel ROBERTS,3,13.09,global,DANIEL ROBERTS
men_1500m,2023,62nd Ostrava Golden Spike,2023-06-27,Lamecha GIRMA,1,3:33.15,tour,LAMECHA GIRMA
men_1500m,2023,62nd Ostrava Golden Spike,2023-06-27,Ryan MPHAHLELE,2,3:33.38,tour,RYAN MPHAHLELE
men_1500m,2023,62nd Ostrava Golden Spike,2023-06-27,George MILLS,3,3:33.85,tour,GEORGE MILLS
men_1500m,2023,Diamond League Final,2023-09-17,Jakob INGEBRIGTSEN,1,3:43.73,dl_final,JAKOB INGEBRIGTSEN
men_1500m,2023,Diamond League Final,2023-09-17,Yared NUGUSE,2,3:43.97,dl_final,YARED NUGUSE
men_1500m,2023,Diamond League Final,2023-09-17,George MILLS,3,3:47.65,dl_final,GEORGE MILLS
men_1500m,2023,USATF NYC Grand Prix,2023-06-24,Eric HOLT,1,3:37.07,tour,ERIC HOLT
men_1500m,2023,USATF NYC Grand Prix,2023-06-24,Craig ENGELS,2,3:38.15,tour,CRAIG ENGELS
men_1500m,2023,USATF NYC Grand Prix,2023-06-24,Henry WYNNE,3,3:38.35,tour,HENRY WYNNE
men_1500m,2023,"World Athletics Championships, Budapest 2023",2023-08-23,Josh KERR,1,3:29.38,global,JOSH KERR
men_1500m,2023,"World Athletics Championships, Budapest 2023",2023-08-23,Jakob INGEBRIGTSEN,2,3:29.65,global,JAKOB INGEBRIGTSEN
men_1500m,2023,"World Athletics Championships, Budapest 2023",2023-08-23,Narve Gilje NORDÅS,3,3:29.68,global,NARVE GILJE NORDAS
men_200m,2023,62nd Ostrava Golden Spike,2023-06-27,Luxolo ADAMS,1,20.22,tour,LUXOLO ADAMS
men_200m,2023,62nd Ostrava Golden Spike,2023-06-27,Sinesipho DAMBILE,2,20.58,tour,SINESIPHO DAMBILE
